Trace,Date and Time,Trx Branch Code,Teller ID,Trx Code,Trx Reference Number,Company CMS Code,Destination Cyc,Amount,Customer Code,Invoice/Bill Number,Statement Ref No
201102092350,02-nov-2020 09:23:50,1,hub000102,O9_HUB01,201102000000011610,863,MMK,1000,-,-,1|hub000102|201102000000011610|O9_HUB01|863|02112020092350|MMK1000|-|-
2576,28-nov-2020 16:39:47,2,1743,O9_HUB05,201128000000014225,863,MMK,100,,,2|1743|201128000000014225|O9_HUB05|863|28112020163947|MMK100||
2578,28-nov-2020 16:39:51,2,1743,O9_HUB05,201128000000014227,863,MMK,100,,,2|1743|201128000000014227|O9_HUB05|863|28112020163951|MMK100||
2581,28-nov-2020 16:39:57,2,1743,O9_HUB05,201128000000014230,863,MMK,100,,,2|1743|201128000000014230|O9_HUB05|863|28112020163957|MMK100||
2583,28-nov-2020 16:39:59,2,1743,O9_HUB05,201128000000014232,863,MMK,100,,,2|1743|201128000000014232|O9_HUB05|863|28112020163959|MMK100||
2588,28-nov-2020 16:40:01,2,1743,O9_HUB05,201128000000014237,863,MMK,100,,,2|1743|201128000000014237|O9_HUB05|863|28112020164001|MMK100||
2590,28-nov-2020 16:40:09,2,1743,O9_HUB05,201128000000014239,863,MMK,100,,,2|1743|201128000000014239|O9_HUB05|863|28112020164009|MMK100||
2597,28-nov-2020 16:40:14,2,1743,O9_HUB05,201128000000014246,863,MMK,100,,,2|1743|201128000000014246|O9_HUB05|863|28112020164014|MMK100||
2599,28-nov-2020 16:40:18,2,1743,O9_HUB05,201128000000014248,863,MMK,100,,,2|1743|201128000000014248|O9_HUB05|863|28112020164018|MMK100||
2602,28-nov-2020 16:40:22,2,1743,O9_HUB05,201128000000014251,863,MMK,100,,,2|1743|201128000000014251|O9_HUB05|863|28112020164022|MMK100||
2603,28-nov-2020 16:40:23,2,1743,O9_HUB05,201128000000014252,863,MMK,100,,,2|1743|201128000000014252|O9_HUB05|863|28112020164023|MMK100||
2605,28-nov-2020 16:40:26,2,1743,O9_HUB05,201128000000014254,863,MMK,100,,,2|1743|201128000000014254|O9_HUB05|863|28112020164026|MMK100||
2607,28-nov-2020 16:40:26,2,1743,O9_HUB05,201128000000014256,863,MMK,100,,,2|1743|201128000000014256|O9_HUB05|863|28112020164026|MMK100||
2609,28-nov-2020 16:40:28,2,1743,O9_HUB05,201128000000014258,863,MMK,100,,,2|1743|201128000000014258|O9_HUB05|863|28112020164028|MMK100||
2610,28-nov-2020 16:40:31,2,1743,O9_HUB05,201128000000014259,863,MMK,100,,,2|1743|201128000000014259|O9_HUB05|863|28112020164031|MMK100||
2616,28-nov-2020 16:40:36,2,1743,O9_HUB05,201128000000014265,863,MMK,100,,,2|1743|201128000000014265|O9_HUB05|863|28112020164036|MMK100||
2618,28-nov-2020 16:40:41,2,1743,O9_HUB05,201128000000014267,863,MMK,100,,,2|1743|201128000000014267|O9_HUB05|863|28112020164041|MMK100||
2619,28-nov-2020 16:40:42,2,1743,O9_HUB05,201128000000014268,863,MMK,100,,,2|1743|201128000000014268|O9_HUB05|863|28112020164042|MMK100||
2623,28-nov-2020 16:40:49,2,1743,O9_HUB05,201128000000014272,863,MMK,100,,,2|1743|201128000000014272|O9_HUB05|863|28112020164049|MMK100||
2624,28-nov-2020 16:40:51,2,1743,O9_HUB05,201128000000014273,863,MMK,100,,,2|1743|201128000000014273|O9_HUB05|863|28112020164051|MMK100||
2627,28-nov-2020 16:40:53,2,1743,O9_HUB05,201128000000014276,863,MMK,100,,,2|1743|201128000000014276|O9_HUB05|863|28112020164053|MMK100||
2629,28-nov-2020 16:40:54,2,1743,O9_HUB05,201128000000014278,863,MMK,100,,,2|1743|201128000000014278|O9_HUB05|863|28112020164054|MMK100||
2631,28-nov-2020 16:40:55,2,1743,O9_HUB05,201128000000014280,863,MMK,100,,,2|1743|201128000000014280|O9_HUB05|863|28112020164055|MMK100||
2632,28-nov-2020 16:40:57,2,1743,O9_HUB05,201128000000014281,863,MMK,100,,,2|1743|201128000000014281|O9_HUB05|863|28112020164057|MMK100||
2635,28-nov-2020 16:41:01,2,1743,O9_HUB05,201128000000014284,863,MMK,100,,,2|1743|201128000000014284|O9_HUB05|863|28112020164101|MMK100||
2637,28-nov-2020 16:41:06,2,1743,O9_HUB05,201128000000014286,863,MMK,100,,,2|1743|201128000000014286|O9_HUB05|863|28112020164106|MMK100||
2638,28-nov-2020 16:41:07,2,1743,O9_HUB05,201128000000014287,863,MMK,100,,,2|1743|201128000000014287|O9_HUB05|863|28112020164107|MMK100||
2643,28-nov-2020 16:41:23,2,1743,O9_HUB05,201128000000014292,863,MMK,100,,,2|1743|201128000000014292|O9_HUB05|863|28112020164123|MMK100||
2645,28-nov-2020 16:41:23,2,1743,O9_HUB05,201128000000014294,863,MMK,100,,,2|1743|201128000000014294|O9_HUB05|863|28112020164123|MMK100||
2651,28-nov-2020 16:41:28,2,1743,O9_HUB05,201128000000014300,863,MMK,100,,,2|1743|201128000000014300|O9_HUB05|863|28112020164128|MMK100||
2652,28-nov-2020 16:41:28,2,1743,O9_HUB05,201128000000014301,863,MMK,100,,,2|1743|201128000000014301|O9_HUB05|863|28112020164128|MMK100||
2654,28-nov-2020 16:41:32,2,1743,O9_HUB05,201128000000014303,863,MMK,100,,,2|1743|201128000000014303|O9_HUB05|863|28112020164132|MMK100||
2656,28-nov-2020 16:41:40,2,1743,O9_HUB05,201128000000014305,863,MMK,100,,,2|1743|201128000000014305|O9_HUB05|863|28112020164140|MMK100||
2659,28-nov-2020 16:41:42,2,1743,O9_HUB05,201128000000014308,863,MMK,100,,,2|1743|201128000000014308|O9_HUB05|863|28112020164142|MMK100||
2661,28-nov-2020 16:41:49,2,1743,O9_HUB05,201128000000014310,863,MMK,100,,,2|1743|201128000000014310|O9_HUB05|863|28112020164149|MMK100||
2665,28-nov-2020 16:41:51,2,1743,O9_HUB05,201128000000014314,863,MMK,100,,,2|1743|201128000000014314|O9_HUB05|863|28112020164151|MMK100||
2666,28-nov-2020 16:41:53,2,1743,O9_HUB05,201128000000014315,863,MMK,100,,,2|1743|201128000000014315|O9_HUB05|863|28112020164153|MMK100||
2671,28-nov-2020 16:41:54,2,1743,O9_HUB05,201128000000014320,863,MMK,100,,,2|1743|201128000000014320|O9_HUB05|863|28112020164154|MMK100||
2673,28-nov-2020 16:41:57,2,1743,O9_HUB05,201128000000014322,863,MMK,100,,,2|1743|201128000000014322|O9_HUB05|863|28112020164157|MMK100||
2675,28-nov-2020 16:42:01,2,1743,O9_HUB05,201128000000014324,863,MMK,100,,,2|1743|201128000000014324|O9_HUB05|863|28112020164201|MMK100||
2676,28-nov-2020 16:42:07,2,1743,O9_HUB05,201128000000014325,863,MMK,100,,,2|1743|201128000000014325|O9_HUB05|863|28112020164207|MMK100||
2677,28-nov-2020 16:42:07,2,1743,O9_HUB05,201128000000014326,863,MMK,100,,,2|1743|201128000000014326|O9_HUB05|863|28112020164207|MMK100||
2680,28-nov-2020 16:42:09,2,1743,O9_HUB05,201128000000014329,863,MMK,100,,,2|1743|201128000000014329|O9_HUB05|863|28112020164209|MMK100||
2681,28-nov-2020 16:42:18,2,1743,O9_HUB05,201128000000014330,863,MMK,100,,,2|1743|201128000000014330|O9_HUB05|863|28112020164218|MMK100||
2683,28-nov-2020 16:42:19,2,1743,O9_HUB05,201128000000014332,863,MMK,100,,,2|1743|201128000000014332|O9_HUB05|863|28112020164219|MMK100||
2685,28-nov-2020 16:42:19,2,1743,O9_HUB05,201128000000014334,863,MMK,100,,,2|1743|201128000000014334|O9_HUB05|863|28112020164219|MMK100||
2693,28-nov-2020 16:42:33,2,1743,O9_HUB05,201128000000014342,863,MMK,100,,,2|1743|201128000000014342|O9_HUB05|863|28112020164233|MMK100||
2696,28-nov-2020 16:42:37,2,1743,O9_HUB05,201128000000014345,863,MMK,100,,,2|1743|201128000000014345|O9_HUB05|863|28112020164237|MMK100||
2700,28-nov-2020 16:42:42,2,1743,O9_HUB05,201128000000014349,863,MMK,100,,,2|1743|201128000000014349|O9_HUB05|863|28112020164242|MMK100||
2703,28-nov-2020 16:42:52,2,1743,O9_HUB05,201128000000014352,863,MMK,100,,,2|1743|201128000000014352|O9_HUB05|863|28112020164252|MMK100||
2711,28-nov-2020 16:43:02,2,1743,O9_HUB05,201128000000014360,863,MMK,100,,,2|1743|201128000000014360|O9_HUB05|863|28112020164302|MMK100||
2714,28-nov-2020 16:43:13,2,1743,O9_HUB05,201128000000014363,863,MMK,100,,,2|1743|201128000000014363|O9_HUB05|863|28112020164313|MMK100||
2717,28-nov-2020 16:43:17,2,1743,O9_HUB05,201128000000014366,863,MMK,100,,,2|1743|201128000000014366|O9_HUB05|863|28112020164317|MMK100||
2718,28-nov-2020 16:43:22,2,1743,O9_HUB05,201128000000014367,863,MMK,100,,,2|1743|201128000000014367|O9_HUB05|863|28112020164322|MMK100||
2722,28-nov-2020 16:43:25,2,1743,O9_HUB05,201128000000014371,863,MMK,100,,,2|1743|201128000000014371|O9_HUB05|863|28112020164325|MMK100||
2720,28-nov-2020 16:43:25,2,1743,O9_HUB05,201128000000014369,863,MMK,100,,,2|1743|201128000000014369|O9_HUB05|863|28112020164325|MMK100||
2725,28-nov-2020 16:43:28,2,1743,O9_HUB05,201128000000014374,863,MMK,100,,,2|1743|201128000000014374|O9_HUB05|863|28112020164328|MMK100||
2730,28-nov-2020 16:43:34,2,1743,O9_HUB05,201128000000014379,863,MMK,100,,,2|1743|201128000000014379|O9_HUB05|863|28112020164334|MMK100||
2732,28-nov-2020 16:43:36,2,1743,O9_HUB05,201128000000014381,863,MMK,100,,,2|1743|201128000000014381|O9_HUB05|863|28112020164336|MMK100||
2734,28-nov-2020 16:43:38,2,1743,O9_HUB05,201128000000014383,863,MMK,100,,,2|1743|201128000000014383|O9_HUB05|863|28112020164338|MMK100||
2736,28-nov-2020 16:43:41,2,1743,O9_HUB05,201128000000014385,863,MMK,100,,,2|1743|201128000000014385|O9_HUB05|863|28112020164341|MMK100||
2738,28-nov-2020 16:43:45,2,1743,O9_HUB05,201128000000014387,863,MMK,100,,,2|1743|201128000000014387|O9_HUB05|863|28112020164345|MMK100||
2739,28-nov-2020 16:43:51,2,1743,O9_HUB05,201128000000014388,863,MMK,100,,,2|1743|201128000000014388|O9_HUB05|863|28112020164351|MMK100||
2749,28-nov-2020 16:43:56,2,1743,O9_HUB05,201128000000014398,863,MMK,100,,,2|1743|201128000000014398|O9_HUB05|863|28112020164356|MMK100||
2751,28-nov-2020 16:44:00,2,1743,O9_HUB05,201128000000014400,863,MMK,100,,,2|1743|201128000000014400|O9_HUB05|863|28112020164400|MMK100||
2752,28-nov-2020 16:44:01,2,1743,O9_HUB05,201128000000014401,863,MMK,100,,,2|1743|201128000000014401|O9_HUB05|863|28112020164401|MMK100||
2753,28-nov-2020 16:44:03,2,1743,O9_HUB05,201128000000014402,863,MMK,100,,,2|1743|201128000000014402|O9_HUB05|863|28112020164403|MMK100||
2757,28-nov-2020 16:44:09,2,1743,O9_HUB05,201128000000014406,863,MMK,100,,,2|1743|201128000000014406|O9_HUB05|863|28112020164409|MMK100||
2759,28-nov-2020 16:44:11,2,1743,O9_HUB05,201128000000014408,863,MMK,100,,,2|1743|201128000000014408|O9_HUB05|863|28112020164411|MMK100||
2761,28-nov-2020 16:44:13,2,1743,O9_HUB05,201128000000014410,863,MMK,100,,,2|1743|201128000000014410|O9_HUB05|863|28112020164413|MMK100||
2763,28-nov-2020 16:44:21,2,1743,O9_HUB05,201128000000014413,863,MMK,100,,,2|1743|201128000000014413|O9_HUB05|863|28112020164421|MMK100||
2768,28-nov-2020 16:44:26,2,1743,O9_HUB05,201128000000014417,863,MMK,100,,,2|1743|201128000000014417|O9_HUB05|863|28112020164426|MMK100||
2771,28-nov-2020 16:44:31,2,1743,O9_HUB05,201128000000014420,863,MMK,100,,,2|1743|201128000000014420|O9_HUB05|863|28112020164431|MMK100||
2774,28-nov-2020 16:44:33,2,1743,O9_HUB05,201128000000014423,863,MMK,100,,,2|1743|201128000000014423|O9_HUB05|863|28112020164433|MMK100||
2776,28-nov-2020 16:44:38,2,1743,O9_HUB05,201128000000014425,863,MMK,100,,,2|1743|201128000000014425|O9_HUB05|863|28112020164438|MMK100||
2783,28-nov-2020 16:44:43,2,1743,O9_HUB05,201128000000014432,863,MMK,100,,,2|1743|201128000000014432|O9_HUB05|863|28112020164443|MMK100||
2787,28-nov-2020 16:44:50,2,1743,O9_HUB05,201128000000014436,863,MMK,100,,,2|1743|201128000000014436|O9_HUB05|863|28112020164450|MMK100||
2789,28-nov-2020 16:44:53,2,1743,O9_HUB05,201128000000014438,863,MMK,100,,,2|1743|201128000000014438|O9_HUB05|863|28112020164453|MMK100||
2791,28-nov-2020 16:44:54,2,1743,O9_HUB05,201128000000014440,863,MMK,100,,,2|1743|201128000000014440|O9_HUB05|863|28112020164454|MMK100||
2790,28-nov-2020 16:44:54,2,1743,O9_HUB05,201128000000014439,863,MMK,100,,,2|1743|201128000000014439|O9_HUB05|863|28112020164454|MMK100||
2793,28-nov-2020 16:44:58,2,1743,O9_HUB05,201128000000014442,863,MMK,100,,,2|1743|201128000000014442|O9_HUB05|863|28112020164458|MMK100||
2795,28-nov-2020 16:45:00,2,1743,O9_HUB05,201128000000014444,863,MMK,100,,,2|1743|201128000000014444|O9_HUB05|863|28112020164500|MMK100||
2796,28-nov-2020 16:45:03,2,1743,O9_HUB05,201128000000014445,863,MMK,100,,,2|1743|201128000000014445|O9_HUB05|863|28112020164503|MMK100||
2801,28-nov-2020 16:45:05,2,1743,O9_HUB05,201128000000014450,863,MMK,100,,,2|1743|201128000000014450|O9_HUB05|863|28112020164505|MMK100||
2806,28-nov-2020 16:45:13,2,1743,O9_HUB05,201128000000014455,863,MMK,100,,,2|1743|201128000000014455|O9_HUB05|863|28112020164513|MMK100||
2809,28-nov-2020 16:45:18,2,1743,O9_HUB05,201128000000014458,863,MMK,100,,,2|1743|201128000000014458|O9_HUB05|863|28112020164518|MMK100||
2813,28-nov-2020 16:45:23,2,1743,O9_HUB05,201128000000014462,863,MMK,100,,,2|1743|201128000000014462|O9_HUB05|863|28112020164523|MMK100||
2815,28-nov-2020 16:45:26,2,1743,O9_HUB05,201128000000014464,863,MMK,100,,,2|1743|201128000000014464|O9_HUB05|863|28112020164526|MMK100||
2816,28-nov-2020 16:45:27,2,1743,O9_HUB05,201128000000014465,863,MMK,100,,,2|1743|201128000000014465|O9_HUB05|863|28112020164527|MMK100||
2818,28-nov-2020 16:45:28,2,1743,O9_HUB05,201128000000014467,863,MMK,100,,,2|1743|201128000000014467|O9_HUB05|863|28112020164528|MMK100||
2821,28-nov-2020 16:45:30,2,1743,O9_HUB05,201128000000014470,863,MMK,100,,,2|1743|201128000000014470|O9_HUB05|863|28112020164530|MMK100||
2825,28-nov-2020 16:45:37,2,1743,O9_HUB05,201128000000014474,863,MMK,100,,,2|1743|201128000000014474|O9_HUB05|863|28112020164537|MMK100||
2827,28-nov-2020 16:45:43,2,1743,O9_HUB05,201128000000014476,863,MMK,100,,,2|1743|201128000000014476|O9_HUB05|863|28112020164543|MMK100||
2831,28-nov-2020 16:45:45,2,1743,O9_HUB05,201128000000014480,863,MMK,100,,,2|1743|201128000000014480|O9_HUB05|863|28112020164545|MMK100||
2833,28-nov-2020 16:45:48,2,1743,O9_HUB05,201128000000014482,863,MMK,100,,,2|1743|201128000000014482|O9_HUB05|863|28112020164548|MMK100||
2834,28-nov-2020 16:45:51,2,1743,O9_HUB05,201128000000014483,863,MMK,100,,,2|1743|201128000000014483|O9_HUB05|863|28112020164551|MMK100||
2835,28-nov-2020 16:45:51,2,1743,O9_HUB05,201128000000014484,863,MMK,100,,,2|1743|201128000000014484|O9_HUB05|863|28112020164551|MMK100||
2839,28-nov-2020 16:45:53,2,1743,O9_HUB05,201128000000014488,863,MMK,100,,,2|1743|201128000000014488|O9_HUB05|863|28112020164553|MMK100||
2841,28-nov-2020 16:45:54,2,1743,O9_HUB05,201128000000014490,863,MMK,100,,,2|1743|201128000000014490|O9_HUB05|863|28112020164554|MMK100||
2844,28-nov-2020 16:45:59,2,1743,O9_HUB05,201128000000014493,863,MMK,100,,,2|1743|201128000000014493|O9_HUB05|863|28112020164559|MMK100||
2846,28-nov-2020 16:46:03,2,1743,O9_HUB05,201128000000014495,863,MMK,100,,,2|1743|201128000000014495|O9_HUB05|863|28112020164603|MMK100||
2847,28-nov-2020 16:46:12,2,1743,O9_HUB05,201128000000014496,863,MMK,100,,,2|1743|201128000000014496|O9_HUB05|863|28112020164612|MMK100||
2849,28-nov-2020 16:46:18,2,1743,O9_HUB05,201128000000014498,863,MMK,100,,,2|1743|201128000000014498|O9_HUB05|863|28112020164618|MMK100||
2857,28-nov-2020 16:46:20,2,1743,O9_HUB05,201128000000014506,863,MMK,100,,,2|1743|201128000000014506|O9_HUB05|863|28112020164620|MMK100||
2853,28-nov-2020 16:46:20,2,1743,O9_HUB05,201128000000014502,863,MMK,100,,,2|1743|201128000000014502|O9_HUB05|863|28112020164620|MMK100||
2856,28-nov-2020 16:46:20,2,1743,O9_HUB05,201128000000014505,863,MMK,100,,,2|1743|201128000000014505|O9_HUB05|863|28112020164620|MMK100||
2863,28-nov-2020 16:46:28,2,1743,O9_HUB05,201128000000014512,863,MMK,100,,,2|1743|201128000000014512|O9_HUB05|863|28112020164628|MMK100||
2866,28-nov-2020 16:46:32,2,1743,O9_HUB05,201128000000014515,863,MMK,100,,,2|1743|201128000000014515|O9_HUB05|863|28112020164632|MMK100||
2867,28-nov-2020 16:46:39,2,1743,O9_HUB05,201128000000014516,863,MMK,100,,,2|1743|201128000000014516|O9_HUB05|863|28112020164639|MMK100||
2878,28-nov-2020 16:46:46,2,1743,O9_HUB05,201128000000014527,863,MMK,100,,,2|1743|201128000000014527|O9_HUB05|863|28112020164646|MMK100||
2871,28-nov-2020 16:46:46,2,1743,O9_HUB05,201128000000014520,863,MMK,100,,,2|1743|201128000000014520|O9_HUB05|863|28112020164646|MMK100||
2882,28-nov-2020 16:46:52,2,1743,O9_HUB05,201128000000014531,863,MMK,100,,,2|1743|201128000000014531|O9_HUB05|863|28112020164652|MMK100||
2884,28-nov-2020 16:46:54,2,1743,O9_HUB05,201128000000014533,863,MMK,100,,,2|1743|201128000000014533|O9_HUB05|863|28112020164654|MMK100||
2886,28-nov-2020 16:46:57,2,1743,O9_HUB05,201128000000014535,863,MMK,100,,,2|1743|201128000000014535|O9_HUB05|863|28112020164657|MMK100||
2890,28-nov-2020 16:47:09,2,1743,O9_HUB05,201128000000014539,863,MMK,100,,,2|1743|201128000000014539|O9_HUB05|863|28112020164709|MMK100||
2893,28-nov-2020 16:47:12,2,1743,O9_HUB05,201128000000014542,863,MMK,100,,,2|1743|201128000000014542|O9_HUB05|863|28112020164712|MMK100||
2902,28-nov-2020 16:47:20,2,1743,O9_HUB05,201128000000014551,863,MMK,100,,,2|1743|201128000000014551|O9_HUB05|863|28112020164720|MMK100||
2904,28-nov-2020 16:47:23,2,1743,O9_HUB05,201128000000014553,863,MMK,100,,,2|1743|201128000000014553|O9_HUB05|863|28112020164723|MMK100||
2907,28-nov-2020 16:47:31,2,1743,O9_HUB05,201128000000014556,863,MMK,100,,,2|1743|201128000000014556|O9_HUB05|863|28112020164731|MMK100||
2909,28-nov-2020 16:47:34,2,1743,O9_HUB05,201128000000014558,863,MMK,100,,,2|1743|201128000000014558|O9_HUB05|863|28112020164734|MMK100||
2912,28-nov-2020 16:47:35,2,1743,O9_HUB05,201128000000014561,863,MMK,100,,,2|1743|201128000000014561|O9_HUB05|863|28112020164735|MMK100||
2910,28-nov-2020 16:47:35,2,1743,O9_HUB05,201128000000014559,863,MMK,100,,,2|1743|201128000000014559|O9_HUB05|863|28112020164735|MMK100||
2914,28-nov-2020 16:47:36,2,1743,O9_HUB05,201128000000014563,863,MMK,100,,,2|1743|201128000000014563|O9_HUB05|863|28112020164736|MMK100||
2915,28-nov-2020 16:47:36,2,1743,O9_HUB05,201128000000014564,863,MMK,100,,,2|1743|201128000000014564|O9_HUB05|863|28112020164736|MMK100||
2920,28-nov-2020 16:47:43,2,1743,O9_HUB05,201128000000014569,863,MMK,100,,,2|1743|201128000000014569|O9_HUB05|863|28112020164743|MMK100||
2922,28-nov-2020 16:47:48,2,1743,O9_HUB05,201128000000014571,863,MMK,100,,,2|1743|201128000000014571|O9_HUB05|863|28112020164748|MMK100||
2924,28-nov-2020 16:47:49,2,1743,O9_HUB05,201128000000014573,863,MMK,100,,,2|1743|201128000000014573|O9_HUB05|863|28112020164749|MMK100||
2926,28-nov-2020 16:47:51,2,1743,O9_HUB05,201128000000014575,863,MMK,100,,,2|1743|201128000000014575|O9_HUB05|863|28112020164751|MMK100||
2927,28-nov-2020 16:48:05,2,1743,O9_HUB05,201128000000014576,863,MMK,100,,,2|1743|201128000000014576|O9_HUB05|863|28112020164805|MMK100||
2930,28-nov-2020 16:48:06,2,1743,O9_HUB05,201128000000014579,863,MMK,100,,,2|1743|201128000000014579|O9_HUB05|863|28112020164806|MMK100||
2933,28-nov-2020 16:48:06,2,1743,O9_HUB05,201128000000014582,863,MMK,100,,,2|1743|201128000000014582|O9_HUB05|863|28112020164806|MMK100||
2939,28-nov-2020 16:48:12,2,1743,O9_HUB05,201128000000014588,863,MMK,100,,,2|1743|201128000000014588|O9_HUB05|863|28112020164812|MMK100||
2942,28-nov-2020 16:48:19,2,1743,O9_HUB05,201128000000014591,863,MMK,100,,,2|1743|201128000000014591|O9_HUB05|863|28112020164819|MMK100||
2945,28-nov-2020 16:48:22,2,1743,O9_HUB05,201128000000014594,863,MMK,100,,,2|1743|201128000000014594|O9_HUB05|863|28112020164822|MMK100||
2947,28-nov-2020 16:48:28,2,1743,O9_HUB05,201128000000014596,863,MMK,100,,,2|1743|201128000000014596|O9_HUB05|863|28112020164828|MMK100||
2948,28-nov-2020 16:48:31,2,1743,O9_HUB05,201128000000014597,863,MMK,100,,,2|1743|201128000000014597|O9_HUB05|863|28112020164831|MMK100||
2954,28-nov-2020 16:48:32,2,1743,O9_HUB05,201128000000014603,863,MMK,100,,,2|1743|201128000000014603|O9_HUB05|863|28112020164832|MMK100||
2958,28-nov-2020 16:48:39,2,1743,O9_HUB05,201128000000014607,863,MMK,100,,,2|1743|201128000000014607|O9_HUB05|863|28112020164839|MMK100||
2960,28-nov-2020 16:48:50,2,1743,O9_HUB05,201128000000014609,863,MMK,100,,,2|1743|201128000000014609|O9_HUB05|863|28112020164850|MMK100||
2966,28-nov-2020 16:48:52,2,1743,O9_HUB05,201128000000014615,863,MMK,100,,,2|1743|201128000000014615|O9_HUB05|863|28112020164852|MMK100||
2967,28-nov-2020 16:48:56,2,1743,O9_HUB05,201128000000014616,863,MMK,100,,,2|1743|201128000000014616|O9_HUB05|863|28112020164856|MMK100||
2968,28-nov-2020 16:48:58,2,1743,O9_HUB05,201128000000014617,863,MMK,100,,,2|1743|201128000000014617|O9_HUB05|863|28112020164858|MMK100||
2973,28-nov-2020 16:48:58,2,1743,O9_HUB05,201128000000014622,863,MMK,100,,,2|1743|201128000000014622|O9_HUB05|863|28112020164858|MMK100||
2975,28-nov-2020 16:49:07,2,1743,O9_HUB05,201128000000014624,863,MMK,100,,,2|1743|201128000000014624|O9_HUB05|863|28112020164907|MMK100||
2979,28-nov-2020 16:49:12,2,1743,O9_HUB05,201128000000014628,863,MMK,100,,,2|1743|201128000000014628|O9_HUB05|863|28112020164912|MMK100||
2981,28-nov-2020 16:49:24,2,1743,O9_HUB05,201128000000014630,863,MMK,100,,,2|1743|201128000000014630|O9_HUB05|863|28112020164924|MMK100||
2983,28-nov-2020 16:49:27,2,1743,O9_HUB05,201128000000014632,863,MMK,100,,,2|1743|201128000000014632|O9_HUB05|863|28112020164927|MMK100||
2986,28-nov-2020 16:49:27,2,1743,O9_HUB05,201128000000014635,863,MMK,100,,,2|1743|201128000000014635|O9_HUB05|863|28112020164927|MMK100||
2990,28-nov-2020 16:49:29,2,1743,O9_HUB05,201128000000014639,863,MMK,100,,,2|1743|201128000000014639|O9_HUB05|863|28112020164929|MMK100||
2991,28-nov-2020 16:49:34,2,1743,O9_HUB05,201128000000014640,863,MMK,100,,,2|1743|201128000000014640|O9_HUB05|863|28112020164934|MMK100||
2992,28-nov-2020 16:49:35,2,1743,O9_HUB05,201128000000014641,863,MMK,100,,,2|1743|201128000000014641|O9_HUB05|863|28112020164935|MMK100||
2995,28-nov-2020 16:49:36,2,1743,O9_HUB05,201128000000014644,863,MMK,100,,,2|1743|201128000000014644|O9_HUB05|863|28112020164936|MMK100||
2996,28-nov-2020 16:49:37,2,1743,O9_HUB05,201128000000014645,863,MMK,100,,,2|1743|201128000000014645|O9_HUB05|863|28112020164937|MMK100||
2998,28-nov-2020 16:49:39,2,1743,O9_HUB05,201128000000014647,863,MMK,100,,,2|1743|201128000000014647|O9_HUB05|863|28112020164939|MMK100||
2999,28-nov-2020 16:49:40,2,1743,O9_HUB05,201128000000014648,863,MMK,100,,,2|1743|201128000000014648|O9_HUB05|863|28112020164940|MMK100||
3001,28-nov-2020 16:49:49,2,1743,O9_HUB05,201128000000014650,863,MMK,100,,,2|1743|201128000000014650|O9_HUB05|863|28112020164949|MMK100||
3004,28-nov-2020 16:49:55,2,1743,O9_HUB05,201128000000014653,863,MMK,100,,,2|1743|201128000000014653|O9_HUB05|863|28112020164955|MMK100||
3010,28-nov-2020 16:49:57,2,1743,O9_HUB05,201128000000014659,863,MMK,100,,,2|1743|201128000000014659|O9_HUB05|863|28112020164957|MMK100||
3015,28-nov-2020 16:50:11,2,1743,O9_HUB05,201128000000014664,863,MMK,100,,,2|1743|201128000000014664|O9_HUB05|863|28112020165011|MMK100||
3020,28-nov-2020 16:50:17,2,1743,O9_HUB05,201128000000014669,863,MMK,100,,,2|1743|201128000000014669|O9_HUB05|863|28112020165017|MMK100||
3023,28-nov-2020 16:50:24,2,1743,O9_HUB05,201128000000014672,863,MMK,100,,,2|1743|201128000000014672|O9_HUB05|863|28112020165024|MMK100||
3028,28-nov-2020 16:50:27,2,1743,O9_HUB05,201128000000014677,863,MMK,100,,,2|1743|201128000000014677|O9_HUB05|863|28112020165027|MMK100||
3034,28-nov-2020 16:50:31,2,1743,O9_HUB05,201128000000014683,863,MMK,100,,,2|1743|201128000000014683|O9_HUB05|863|28112020165031|MMK100||
3036,28-nov-2020 16:50:35,2,1743,O9_HUB05,201128000000014685,863,MMK,100,,,2|1743|201128000000014685|O9_HUB05|863|28112020165035|MMK100||
3037,28-nov-2020 16:50:36,2,1743,O9_HUB05,201128000000014686,863,MMK,100,,,2|1743|201128000000014686|O9_HUB05|863|28112020165036|MMK100||
3040,28-nov-2020 16:50:42,2,1743,O9_HUB05,201128000000014689,863,MMK,100,,,2|1743|201128000000014689|O9_HUB05|863|28112020165042|MMK100||
3043,28-nov-2020 16:50:47,2,1743,O9_HUB05,201128000000014692,863,MMK,100,,,2|1743|201128000000014692|O9_HUB05|863|28112020165047|MMK100||
3042,28-nov-2020 16:50:47,2,1743,O9_HUB05,201128000000014691,863,MMK,100,,,2|1743|201128000000014691|O9_HUB05|863|28112020165047|MMK100||
3044,28-nov-2020 16:50:50,2,1743,O9_HUB05,201128000000014693,863,MMK,100,,,2|1743|201128000000014693|O9_HUB05|863|28112020165050|MMK100||
3045,28-nov-2020 16:50:58,2,1743,O9_HUB05,201128000000014694,863,MMK,100,,,2|1743|201128000000014694|O9_HUB05|863|28112020165058|MMK100||
3055,28-nov-2020 16:51:09,2,1743,O9_HUB05,201128000000014704,863,MMK,100,,,2|1743|201128000000014704|O9_HUB05|863|28112020165109|MMK100||
