Trace,Date and Time,Trx Branch Code,Teller ID,Trx Code,Trx Reference Number,Company CMS Code,Destination Cyc,Amount,Customer Code,Invoice/Bill Number,Statement Ref No
200918125918,2020-09-18 12:59:18.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001060,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001060|O9_HUB04|863|18092020125918|MMK700|01/01/02|YC-181243
200918125917,2020-09-18 12:59:17.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001042,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001042|O9_HUB04|863|18092020125917|MMK700|01/01/02|YC-181243
200918125917,2020-09-18 12:59:17.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001032,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001032|O9_HUB04|863|18092020125917|MMK700|01/01/02|YC-181243
200918125917,2020-09-18 12:59:17.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001033,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001033|O9_HUB04|863|18092020125917|MMK700|01/01/02|YC-181243
200918125917,2020-09-18 12:59:17.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001038,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001038|O9_HUB04|863|18092020125917|MMK700|01/01/02|YC-181243
200918125917,2020-09-18 12:59:17.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001031,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001031|O9_HUB04|863|18092020125917|MMK700|01/01/02|YC-181243
200918125917,2020-09-18 12:59:17.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001034,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001034|O9_HUB04|863|18092020125917|MMK700|01/01/02|YC-181243
200918125917,2020-09-18 12:59:17.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001037,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001037|O9_HUB04|863|18092020125917|MMK700|01/01/02|YC-181243
200918125917,2020-09-18 12:59:17.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001041,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001041|O9_HUB04|863|18092020125917|MMK700|01/01/02|YC-181243
200918125916,2020-09-18 12:59:16.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001030,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001030|O9_HUB04|863|18092020125916|MMK700|01/01/02|YC-181243
200918125915,2020-09-18 12:59:15.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001027,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001027|O9_HUB04|863|18092020125915|MMK700|01/01/02|YC-181243
200918125915,2020-09-18 12:59:15.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001028,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001028|O9_HUB04|863|18092020125915|MMK700|01/01/02|YC-181243
200918125915,2020-09-18 12:59:15.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001026,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001026|O9_HUB04|863|18092020125915|MMK700|01/01/02|YC-181243
200918125915,2020-09-18 12:59:15.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001029,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001029|O9_HUB04|863|18092020125915|MMK700|01/01/02|YC-181243
200918124841,2020-09-18 12:48:41.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001018,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001018|O9_HUB04|863|18092020124841|MMK700|01/01/02|YC-181243
200918124841,2020-09-18 12:48:41.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001024,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001024|O9_HUB04|863|18092020124841|MMK700|01/01/02|YC-181243
200918124841,2020-09-18 12:48:41.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001015,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001015|O9_HUB04|863|18092020124841|MMK700|01/01/02|YC-181243
200918124841,2020-09-18 12:48:41.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001016,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001016|O9_HUB04|863|18092020124841|MMK700|01/01/02|YC-181243
200918124841,2020-09-18 12:48:41.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001014,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001014|O9_HUB04|863|18092020124841|MMK700|01/01/02|YC-181243
200918124841,2020-09-18 12:48:41.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001021,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001021|O9_HUB04|863|18092020124841|MMK700|01/01/02|YC-181243
200918124841,2020-09-18 12:48:41.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001017,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001017|O9_HUB04|863|18092020124841|MMK700|01/01/02|YC-181243
200918124841,2020-09-18 12:48:41.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001020,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001020|O9_HUB04|863|18092020124841|MMK700|01/01/02|YC-181243
200918124841,2020-09-18 12:48:41.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001022,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001022|O9_HUB04|863|18092020124841|MMK700|01/01/02|YC-181243
200918124841,2020-09-18 12:48:41.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001023,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001023|O9_HUB04|863|18092020124841|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001011,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001011|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001002,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001002|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001004,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001004|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001013,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001013|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000999,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000999|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001005,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001005|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000995,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000995|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000996,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000996|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000992,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000992|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000993,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000993|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000994,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000994|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000997,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000997|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000998,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000998|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001003,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001003|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001006,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001006|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001007,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001007|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124840,2020-09-18 12:48:40.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000001001,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000001001|O9_HUB04|863|18092020124840|MMK700|01/01/02|YC-181243
200918124839,2020-09-18 12:48:39.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000986,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000986|O9_HUB04|863|18092020124839|MMK700|01/01/02|YC-181243
200918124839,2020-09-18 12:48:39.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000988,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000988|O9_HUB04|863|18092020124839|MMK700|01/01/02|YC-181243
200918124839,2020-09-18 12:48:39.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000989,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000989|O9_HUB04|863|18092020124839|MMK700|01/01/02|YC-181243
200918124839,2020-09-18 12:48:39.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000987,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000987|O9_HUB04|863|18092020124839|MMK700|01/01/02|YC-181243
200918124839,2020-09-18 12:48:39.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000990,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000990|O9_HUB04|863|18092020124839|MMK700|01/01/02|YC-181243
200918124839,2020-09-18 12:48:39.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000991,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000991|O9_HUB04|863|18092020124839|MMK700|01/01/02|YC-181243
200918124838,2020-09-18 12:48:38.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000983,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000983|O9_HUB04|863|18092020124838|MMK700|01/01/02|YC-181243
200918124838,2020-09-18 12:48:38.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000984,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000984|O9_HUB04|863|18092020124838|MMK700|01/01/02|YC-181243
200918124838,2020-09-18 12:48:38.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000985,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000985|O9_HUB04|863|18092020124838|MMK700|01/01/02|YC-181243
200918124837,2020-09-18 12:48:37.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000982,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000982|O9_HUB04|863|18092020124837|MMK700|01/01/02|YC-181243
200918123858,2020-09-18 12:38:58.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000981,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000981|O9_HUB04|863|18092020123858|MMK700|01/01/02|YC-181243
200918123858,2020-09-18 12:38:58.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000979,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000979|O9_HUB04|863|18092020123858|MMK700|01/01/02|YC-181243
200918123858,2020-09-18 12:38:58.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000980,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000980|O9_HUB04|863|18092020123858|MMK700|01/01/02|YC-181243
200918123858,2020-09-18 12:38:58.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000976,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000976|O9_HUB04|863|18092020123858|MMK700|01/01/02|YC-181243
200918123858,2020-09-18 12:38:58.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000978,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000978|O9_HUB04|863|18092020123858|MMK700|01/01/02|YC-181243
200918123858,2020-09-18 12:38:58.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000977,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000977|O9_HUB04|863|18092020123858|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000963,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000963|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000959,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000959|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000962,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000962|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000965,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000965|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000958,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000958|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000969,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000969|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000964,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000964|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000966,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000966|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000971,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000971|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000972,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000972|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000967,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000967|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000961,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000961|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000974,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000974|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000968,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000968|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000960,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000960|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123857,2020-09-18 12:38:57.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000973,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000973|O9_HUB04|863|18092020123857|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000949,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000949|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000951,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000951|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000952,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000952|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000936,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000936|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000939,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000939|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000954,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000954|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000942,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000942|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000938,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000938|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000941,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000941|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000957,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000957|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000937,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000937|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000940,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000940|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000943,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000943|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000945,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000945|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000944,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000944|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000946,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000946|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000955,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000955|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123856,2020-09-18 12:38:56.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000950,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000950|O9_HUB04|863|18092020123856|MMK700|01/01/02|YC-181243
200918123854,2020-09-18 12:38:54.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000935,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000935|O9_HUB04|863|18092020123854|MMK700|01/01/02|YC-181243
200918123854,2020-09-18 12:38:54.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000932,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000932|O9_HUB04|863|18092020123854|MMK700|01/01/02|YC-181243
200918123854,2020-09-18 12:38:54.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000934,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000934|O9_HUB04|863|18092020123854|MMK700|01/01/02|YC-181243
200918123854,2020-09-18 12:38:54.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000933,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000933|O9_HUB04|863|18092020123854|MMK700|01/01/02|YC-181243
200918123748,2020-09-18 12:37:48.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000931,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000931|O9_HUB04|863|18092020123748|MMK700|01/01/02|YC-181243
200918112152,2020-09-18 11:21:52.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000921,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000921|O9_HUB04|863|18092020112152|MMK700|01/01/02|YC-181243
200918112152,2020-09-18 11:21:52.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000917,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000917|O9_HUB04|863|18092020112152|MMK700|01/01/02|YC-181243
200918112152,2020-09-18 11:21:52.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000920,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000920|O9_HUB04|863|18092020112152|MMK700|01/01/02|YC-181243
200918112152,2020-09-18 11:21:52.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000926,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000926|O9_HUB04|863|18092020112152|MMK700|01/01/02|YC-181243
200918112152,2020-09-18 11:21:52.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000924,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000924|O9_HUB04|863|18092020112152|MMK700|01/01/02|YC-181243
200918112152,2020-09-18 11:21:52.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000919,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000919|O9_HUB04|863|18092020112152|MMK700|01/01/02|YC-181243
200918112152,2020-09-18 11:21:52.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000918,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000918|O9_HUB04|863|18092020112152|MMK700|01/01/02|YC-181243
200918112152,2020-09-18 11:21:52.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000923,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000923|O9_HUB04|863|18092020112152|MMK700|01/01/02|YC-181243
200918112152,2020-09-18 11:21:52.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000925,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000925|O9_HUB04|863|18092020112152|MMK700|01/01/02|YC-181243
200918112152,2020-09-18 11:21:52.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000922,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000922|O9_HUB04|863|18092020112152|MMK700|01/01/02|YC-181243
200918111937,2020-09-18 11:19:37.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000911,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000911|O9_HUB04|863|18092020111937|MMK700|01/01/02|YC-181243
200918111937,2020-09-18 11:19:37.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000910,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000910|O9_HUB04|863|18092020111937|MMK700|01/01/02|YC-181243
200918111729,2020-09-18 11:17:29.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000898,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000898|O9_HUB04|863|18092020111729|MMK700|01/01/02|YC-181243
200918111729,2020-09-18 11:17:29.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000903,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000903|O9_HUB04|863|18092020111729|MMK700|01/01/02|YC-181243
200918111729,2020-09-18 11:17:29.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000894,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000894|O9_HUB04|863|18092020111729|MMK700|01/01/02|YC-181243
